Subject,101,104,106,108,111,118,121,122,123,125,126,128,129,132,135,137,110,115,119,130,131,136,138,139,140
CD4Tcells_B_pP38,0.009192706,0.012223251,0.012358964,0.012379261,0.076856419,0.032895423,0.02889879,0.042248829,0.052557893,0.054671991,0.050147993,0.032093843,0.02919079,0.034962426,0.019710772,0.025019034,0.047892402,0.040957696,0.026783962,0.025804128,0.046963006,0.017177464,0.0488543,0.040362981,0.034896207
CD4Tcells_B_pSTAT5,1.656573954,1.866781831,1.740205958,2.015275761,1.600225202,1.912249983,0.987192286,1.362144821,1.36288397,1.575211344,1.497309116,1.949819239,1.710956005,1.327863717,1.244921583,1.22353166,1.513554654,1.607530808,1.452926265,1.523377675,1.843500674,1.297531241,1.93273346,1.87144505,2.069070253
CD4Tcells_B_pMAPKAPK2,-0.049179797,-0.071054241,-0.078300414,-0.098637123,-0.046568777,-0.029291508,0.040890409,-0.003144487,-0.023991175,-0.025987855,-0.074875497,-0.048480536,-0.053951643,-0.058624499,-0.074972356,-0.037729535,0.032329981,-0.028843145,0.009134518,-0.013050783,-0.070981138,-0.014793043,-0.064060012,-0.029048399,-0.024665683
CD4Tcells_B_pERK,-0.013407584,-0.010275696,-0.019288836,-0.019187753,0.009728689,0.051171878,0.00294126,0.017289774,0.000974916,0.010323785,-0.012927627,-0.005653596,0.000771444,-0.003702902,-0.017014873,-0.002719174,0.026618383,0.012411245,0.015462096,-0.002300754,-0.012763249,0.001816906,0.035598657,0.009047994,0.056948566
CD4Tcells_B_pS6,-0.008492614,-0.006181121,0.00022345,-0.002314156,0.005631533,0.032036047,0.04018983,0.013410414,0.000589404,0.006051115,0.000137255,0.001666973,0.023827685,0.00017463,-0.015994706,-0.004510872,0.000391617,0.011749608,0.016313959,-0.003608183,-0.001720855,0.000798459,0.016264735,0.01394824,0.051750929
CD4Tcells_B_pP90RSK,-0.00915094,-0.00121507,-0.002219287,-0.003909129,0.001014467,0.000603721,0.002852992,0.003184196,0.002402288,0.000117748,-0.005935375,0.000720769,0.000264049,0.000735324,-0.002347494,0.001225099,0.002673999,-0.000890161,-0.00206157,-0.001372638,-0.001400474,0.001034309,0.00649711,-0.001565793,-0.000511643
CD8Tcells_B_pSTAT3,0.007216854,0.005974613,-0.003655377,0.008653816,0.013934839,0.006109989,0.00898952,0.008792147,0.014738278,0.002302043,-0.004182543,0.022020013,0.00906915,0.003488727,0.000197348,0.000585587,0.016102824,0.018430924,0.011535684,0.011551211,0.001150488,0.002745185,0.011302158,0.008625252,0.010848501
CD8Tcells_B_pSTAT1,0.020281628,0.043551882,0.008261974,0.022003879,0.01673298,0.060345567,-0.012509094,0.011665931,0.005389471,0.010769945,0.018897411,0.00296165,0.016032311,0.002181562,-0.01859682,-0.00724871,0.03055112,0.02591468,0.025821949,-5.53E-06,-0.000397173,-0.003492344,0.061472498,0.056942349,0.130307608
CD8Tcells_B_pCREB,-0.00932469,-0.006487545,0.00319759,0.014994986,0.044815743,0.077256556,0.069644933,0.052967843,0.04197239,0.045100671,0.019625331,0.014286695,0.027599559,0.043508112,0.011321215,0.001400878,0.042098921,0.048082573,0.042545957,0.00540216,0.01682813,0.016594963,0.085709521,0.037677498,0.063423738
CD8Tcells_B_pNFkB,-0.049897085,0.016219511,0.009936373,0.017906762,0.026497534,0.053879493,0.058307938,0.04365098,0.050309975,0.027124526,0.017427049,0.032396647,0.009246597,0.044544368,0.012012367,0.013321725,0.091291361,0.040415136,0.037842376,0.015335241,0.015727161,0.039163406,0.070298979,0.006402732,0.065121476
CD8Tcells_B_pPLCg2,-0.009426007,-0.001287716,-0.004740416,-0.002697003,0.004771092,0.005300078,0.005326855,-0.008698146,0.010766558,0.007062055,0.005012978,0.004764074,-0.003689875,0.00158424,0.005516316,-0.001246118,0.011901989,0.019509462,-0.0027834,0.007287879,0.006795092,0.007452961,0.015683409,-0.004160182,-0.03332261
CD8Tcells_B_pP38,0.001760785,0.010390013,0.009565694,0.013579994,0.046045664,0.033257145,0.031886303,0.029655662,0.054431957,0.049144537,0.041884522,0.028814463,0.037564349,0.028191989,0.019607251,0.022277928,0.044910438,0.047618506,0.021889211,0.029759863,0.038147704,0.016634515,0.064483988,0.052952159,0.041659611
CD8Tcells_B_pSTAT5,1.275130423,1.943129411,1.819300894,2.001069282,1.695088648,1.867240923,1.371309538,1.279915013,1.545779412,1.588522344,1.507109719,1.942621542,1.891898276,1.503076766,1.346531556,1.359594832,1.643220626,1.732156879,1.534847789,1.782737487,1.855524661,1.329973739,1.936240833,2.099321553,2.082072246
CD8Tcells_B_pMAPKAPK2,-0.053899302,-0.077360474,-0.076570945,-0.087973802,-0.004885251,-0.014292082,0.077840491,0.070518454,0.013991916,0.01870582,-0.022427946,-0.019921933,-0.039473442,-0.020320819,-0.028556817,-0.025178337,0.049585918,-0.013918521,0.025360284,-0.010242848,-0.046591147,0.015157583,-0.00823554,-0.031436466,-0.007928509
CD8Tcells_B_pERK,0.000450564,0.002970489,-0.010106933,0.047745008,0.094551207,0.177568636,0.115779044,0.146163803,0.137802478,0.116703536,0.09115925,0.084877279,0.040819544,0.087026415,0.056322833,0.006558257,0.124741327,0.136453964,0.084521066,0.031075699,0.082397135,0.061437842,0.285000198,0.110296258,0.188286408
CD8Tcells_B_pS6,-0.010190243,-0.009379789,-0.006164394,0.010824975,0.014387887,0.076471634,0.037696012,0.031903773,0.02026239,0.031034662,0.017975048,0.015464369,0.011008881,0.0429939,0.009466791,-0.000643809,0.028666313,0.031999754,0.045105467,0.00047649,0.021958589,0.020529233,0.080403281,0.025329761,0.09586637
CD8Tcells_B_pP90RSK,-0.009828759,-0.001473487,-0.001385877,-0.000524353,0.006317513,0.013448575,0.008435312,0.00881818,0.021359881,0.01844966,0.008184414,0.007095649,0.007576202,0.016262687,0.013287857,0.002417138,0.010955858,0.007444245,0.003834427,0.001088498,0.007053383,0.017846946,0.026116229,0.011632745,0.019805978
cDCs_B_pSTAT3,0.020163553,0.020688837,0.01317617,0.008641456,0.012757823,0.080280876,0.036502913,-0.010478282,0.036208509,0.013884028,0.065077802,0.046807108,-0.004009168,-0.00764369,0.018579066,0.017441581,-0.000940494,0.053202085,0.008119214,0.039770831,0.058368064,0.019430578,0.00633077,0.026714035,0.017713623
cDCs_B_pSTAT1,0.104544461,0.102466455,0.046699617,0.069843725,0.086919645,0.312656285,0.010287153,0.071118417,0.097479398,0.086235262,0.129380085,0.087355766,0.092455038,0.085326234,0.158465974,0.11730423,0.082024066,0.137883492,0.061350383,0.080868355,0.055703433,0.138176489,0.2778825,0.284052089,0.334762087
cDCs_B_pCREB,0.198216302,0.347924122,0.283553449,0.301362832,0.445080411,0.548480285,0.351037119,0.411566264,0.422598459,0.464824429,0.521966955,0.476722584,0.552810439,0.367146072,0.440582366,0.27388614,0.444281117,0.452416259,0.45671244,0.372470512,0.343240312,0.38827235,0.238942911,0.688214518,0.463876776
cDCs_B_pNFkB,0.030925146,0.05528677,0.054825025,0.051658086,0.141364018,0.193826861,0.123242731,0.126469152,0.154537669,0.118871604,0.142382483,0.143567602,0.134462609,0.09890306,0.115335933,0.149285078,0.169226248,0.171529813,0.165913918,0.128134183,0.144697011,0.146826512,0.132065251,0.203267515,0.094989054
cDCs_B_pPLCg2,-0.068071231,0.018741277,-0.03104383,-0.065652254,-0.069391136,0.03146828,-0.119238895,-0.151458667,-0.025206688,-0.060256179,-0.087100065,-0.012821456,-0.021372989,-0.011881765,0.047173792,0.052355368,0.019140327,0.096642344,-0.099258699,-0.049930343,0.021534872,-0.003922412,-0.047307457,-0.115829046,-0.32203981
cDCs_B_pP38,0.03289656,0.073767502,0.170318138,0.079670387,0.250673362,0.313727363,0.1863118,0.265738606,0.211512413,0.262542433,0.143627204,0.240285069,0.175922005,0.173371144,0.169952491,0.129224694,0.205995767,0.214404994,0.182097755,0.12127443,0.219483165,0.160060157,0.314987565,0.397752268,0.323992507
cDCs_B_pSTAT5,1.698278252,2.051320548,2.046173382,1.9514815,1.392946289,1.734078809,1.261688593,1.181345927,1.429605195,1.454401357,1.364658369,1.75046384,1.720156795,1.192766898,1.070287656,1.328934848,1.5000497,1.762120063,1.38101153,1.632465997,1.767889728,1.179728274,1.877926509,1.919586866,1.89831022
